#/**
# *******************************************************************************
# * Copyright (C) 2002-2004, International Business Machines Corporation and    *
# * others. All Rights Reserved.                                                *
# *******************************************************************************
# */
#Override	List
#Format is <code><tab><char><tab><pinyin>(<tab><comment>)?
#Note: the 'code' field is currently discarded; only the char is important.
#Note: if there is conflict, the FIRST char wins.
#Note: the software corrects some of the tone variations below.

# fix for fifth tone
\u37F7	㟷	dā	#fix for 5th tone

# fixes for typos
U+347C	㑼	liù	#lyuè
U+3500	㔀	lüè	#lvè
U+3527	㔧	liù	#lyù
U+3729	㜩	ào	#àu
U+380E	㠎	jí	#jjí
U+3825	㠥	lǜ	#lv̀
U+3A3C	㨼	lüè	#luè
U+3B5A	㭚	lǚ	#lyǔ
U+3CB6	㲶	lǜ	#lv̀
U+3D56	㵖	nǜ	#nyù
U+3D88	㶈	liǎng	#liǒng
U+3EF2	㻲	lǚ	#lyǔ
U+3F94	㾔	lǚ	#lyǔ
U+4071	䁱	ào	#àu
U+40AE	䂮	lüè	#lyuè
U+430E	䌎	lüè	#lyuè
U+451E	䔞	lǜ	#lyù
U+4588	䖈	nüè	#nuè
U+458B	䖋	nüè	#nuè
U+45A1	䖡	nǜ	#nyù
U+4610	䘐	nǜ	#nyù
U+46BC	䚼	nǜ	#nyù
U+46DA	䛚	lüè	#lyuè
U+4896	䢖	lǜ	#lyù
U+4923	䤣	lüè	#lyuè
U+4968	䥨	lǜ	#lyù
U+4A0B	䨋	nüè	#nyuè
U+4AC4	䫄	chuài	#chuà
U+4D08	䴈	ǎo	#ǎu
U+4D8A	䶊	nǜ	#nyù
U+51CA	凊	qíng	#qýng
U+51D6	凖	zhǔn	#zhuěn
U+5481	咁	gàn	#gèm
U+5838	堸	féng	#fúng
U+639F	掟	lüě	#luě
U+66D5	曕	yàn	#yiàn
U+6B3B	欻	chuài	#chuā
U+6B56	歖	chuài	#chuā
U+6C7C	汼	niū	#niōu
U+6E6D	湭	qiú	#qióu
U+6F71	潱	yē	#yiē
U+7493	璓	xiù	#xiòu
U+7607	瘇	zhǒng	#zhǔng
U+7674	癴	luán	#lüán
U+7867	硧	yǒng	#iǒng
U+7878	硸	nüè	#nuè

# Shanghai fixes

\u4E3B	主	zhǔ
\u884C	行	háng
\u65B9	方	fāng
\u524D	前	qián
\u6240	所	suǒ
\u89C1	见	jiàn
\u9762	面	miàn
\u6C11	民	mín
\u5206	分	fēn
\u5916	外	wài
\u8EAB	身	shēn
\u4E9B	些	xiē
\u4E0E	与	yú
\u8FDB	进	jìn
\u6CD5	法	fǎ
\u6B64	此	cǐ
\u56DE	回	huí
\u7406	理	lǐ
\u7F8E	美	měi
\u70B9	点	diǎn
\u79CD	种	zhǒng
\u5168	全	quán
\u5411	向	xiàng
\u6B63	正	zhèng
\u540D	名	míng
\u5973	女	nǚ
\u673A	机	jī
\u7B49	等	děng
\u51E0	几	jǐ
\u5F88	很	hěn
\u6253	打	dǎ
\u4FBF	便	biàn
\u91CD	重	chóng
\u76F8	相	xiāng
\u6B21	次	cì
\u653F	政	zhèng
\u6559	教	jiāo
\u897F	西	xī
\u5E73	平	píng
\u6C14	气	qì
\u5317	北	běi
\u5C11	少	shǎo
\u4E07	万	wàn
\u4E66	书	shū
\u6BD4	比	bǐ
\u5458	员	yuán
\u4E5D	九	jiǔ
\u7B11	笑	xiào
\u901A	通	tōng
\u547D	命	mìng
\u5F20	张	zhāng
\u96BE	难	nán
\u795E	神	shén
\u6570	数	shù
\u5B89	安	ān
\u767D	白	bái
\u8DEF	路	lù
\u671F	期	qī
\u53EB	叫	jiào
\u63D0	提	tí
\u91D1	金	jīn
\u66F4	更	gèng
\u5408	合	hé
\u653E	放	fàng
\u7CFB	系	xì
\u6216	或	huò
\u53F8	司	sī
\u5229	利	lì
\u53CA	及	jí
\u89E3	解	jiě
\u5404	各	gè
\u53F0	台	tái
\u98CE	风	fēng
\u6218	战	zhàn
\u5E72	干	gàn
\u8BB8	许	xǔ
\u516B	八	bā
\u76F4	直	zhí
\u670D	服	fú
\u9898	题	tí
\u5EFA	建	jiàn
\u8272	色	sè
\u5B57	字	zì
\u8BF7	请	qǐng
\u767E	百	bǎi
\u5403	吃	chī
\u4E49	义	wù
\u5143	元	yuán
\u672F	术	shù
\u8DDF	跟	gēn
\u5E26	带	dài
\u5FEB	快	kuài
\u6761	条	tiáo
\u8054	联	lián
\u5F80	往	wǎng
\u8BE5	该	gāi
\u7EA2	红	hóng
\u5019	候	hòu
\u4E03	七	qī
\u5F3A	强	qiáng
\u9769	革	gé
\u6DF1	深	shēn
\u6C42	求	qiú
\u91CF	量	liáng
\u7A7A	空	kōng
\u751A	甚	shèn
\u6280	技	jī
\u8BED	语	yǔ
\u57FA	基	jī
\u6D3E	派	pài
\u5F0F	式	shì
\u5199	写	xiě
\u5462	呢	nē
\u5012	倒	dǎo
\u53D6	取	qǔ
\u8BBE	设	shè
\u7248	版	bǎn
\u7247	片	piàn
\u627E	找	zhǎo
\u7AD9	站	zhàn
\u5E7F	广	guǎng
\u5F62	形	xíng
\u59D4	委	wěi
\u623F	房	fáng
\u9645	际	jì
\u9996	首	shǒu
\u636E	据	jù
\u5BFC	导	dǎo
\u62FF	拿	ná
\u9999	香	xiāng
\u77F3	石	shí
\u82E5	若	ruò
\u5175	兵	bīng
\u6821	校	xiào
\u89C2	观	guān
\u4E89	争	zhēng
\u7A76	究	jiū
\u843D	落	luò
\u559C	喜	xǐ
\u79BB	离	lí
\u5750	坐	zuò
\u96C6	集	jí
\u5E9C	府	fǔ
\u62C9	拉	lā
\u9ED1	黑	hēi
\u683C	格	gé
\u5C40	局	jú
\u6839	根	gēn
\u66FE	曾	céng
\u51C6	准	zhǔn
\u7EC8	终	zhōng
\u5207	切	qiē
\u54EA	哪	nǎ
\u4E4E	乎	hū
\u4E3E	举	jǔ
\u82E6	苦	kǔ
\u7167	照	zhào
\u8DB3	足	zú
\u62DB	招	zhāo
\u63A8	推	tuī
\u5174	兴	xīng
\u5F85	待	dāi
\u7EA6	约	yuē
\u60CA	惊	jīng
\u7A81	突	tū
\u53F7	号	háo
\u7EDD	绝	jué
\u5427	吧	bā
\u4E9A	亚	yà
\u7C7B	类	lèi
\u6B22	欢	huān
\u53E6	另	lìng
\u523B	刻	kè
\u4EF7	价	jià
\u5E95	底	dǐ
\u6545	故	gù
\u7701	省	shěng
\u6D88	消	xiāo
\u8863	衣	yī
\u5177	具	jù
\u6CFD	泽	zé
\u7D27	紧	jǐn
\u5947	奇	qí
\u88C5	装	zhuāng
\u8457	著	zhù
\u6CB3	河	hé
\u4E25	严	yán
\u8840	血	xiě
\u6295	投	tóu
\u6597	斗	dòu
\u82CF	苏	sū
\u6807	标	biāo
\u75C5	病	bìng
\u533B	医	yī
\u963F	阿	ā
\u7B54	答	dá
\u5200	刀	dāo
\u67E5	查	chá
\u671D	朝	cháo
\u7F57	罗	luó
\u62A4	护	hù
\u559D	喝	hē
\u4F9B	供	gòng
\u80CC	背	bèi
\u7237	爷	yé
\u54B1	咱	zán
\u9519	错	cuò
\u6697	暗	àn
\u6392	排	pái
\u5FD9	忙	máng
\u6C89	沉	chén
\u554A	啊	ā
\u798F	福	fú
\u5212	划	huá
\u81F4	致	zhì
\u6728	木	mù
\u65C1	旁	páng
\u5426	否	fǒu
\u91C7	采	cǎi
\u98DF	食	shí
\u767B	登	dēng
\u7C73	米	mǐ
\u5047	假	jiǎ
\u8F83	较	jiào
\u83B7	获	huò
\u901F	速	sù
\u654C	敌	dí
\u592E	央	yāng
\u517B	养	yǎng
\u6309	按	àn
\u5EA7	座	zuò
\u7EF4	维	wéi
\u6E10	渐	jiàn
\u80DC	胜	shèng
\u85CF	藏	cáng
\u5F02	异	yì
\u89D2	角	jiǎo
\u65BD	施	shī
\u6A21	模	mó
\u8349	草	cǎo
\u67D0	某	mǒu
\u9635	阵	zhèn
\u5DEE	差	chà
\u5F8B	律	lǜ
\u7530	田	tián
\u6BD2	毒	dú
\u6CE2	波	bō
\u6362	换	huàn
\u52B3	劳	láo
\u54C8	哈	hā
\u8DD1	跑	pǎo
\u8D85	超	chāo
\u70C8	烈	liè
\u8D76	赶	gǎn
\u753B	画	huà
\u4EBF	亿	yì
\u7D20	素	sù
\u5C1A	尚	shàng
\u9669	险	xiǎn
\u6563	散	sǎn
\u949F	钟	zhōng
\u4F5B	佛	fú
\u8BA8	讨	tǎo
\u66F2	曲	qǔ
\u73A9	玩	wán
\u5382	厂	chǎng
\u80AF	肯	kěn
\u534F	协	xié
\u5E78	幸	xìng
\u6E29	温	wēn
\u7591	疑	yí
\u7B56	策	cè
\u5B81	宁	níng
\u5356	卖	mài
\u8499	蒙	méng
\u826F	良	liáng
\u6742	杂	zá
\u62CD	拍	pāi
\u7387	率	lǜ
\u5566	啦	lā
\u6388	授	shòu
\u6CB9	油	yóu
\u79EF	积	jī
\u5EAD	庭	tíng
\u7A97	窗	chuāng
\u626C	扬	yáng
\u5361	卡	kǎ
\u96EA	雪	xuě
\u725B	牛	niú
\u4E08	丈	zhàng
\u574F	坏	huài
\u9C9C	鲜	xiān
\u6BD5	毕	bì
\u7565	略	lüè
\u59BB	妻	qī
\u9002	适	shì
\u9884	预	yù
\u775B	睛	jīng
\u523A	刺	cì
\u7EB7	纷	fēn
\u62EC	括	kuò
\u964D	降	jiàng
\u5954	奔	bēn
\u91CE	野	yě
\u7981	禁	jìn
\u7D22	索	suǒ
\u6B3E	款	kuǎn
\u65C5	旅	lǚ
\u9003	逃	táo
\u8BCD	词	cí
\u719F	熟	shú
\u9B3C	鬼	guǐ
\u9AA8	骨	gǔ
\u6B32	欲	yù
\u5F81	征	zhēng
\u8FCE	迎	yíng
\u4E01	丁	dīng
\u6731	朱	zhū
\u5723	圣	shèng
\u8DC3	跃	yuè
\u5F04	弄	nòng
\u5440	呀	yā
\u4ED8	付	fù
\u656C	敬	jìng
\u76D1	监	jiān
\u5E93	库	kù
\u51B0	冰	bīng
\u786C	硬	yìng
\u501F	借	jiè
\u6298	折	zhé
\u9057	遗	yí
\u51E1	凡	fán
\u62A2	抢	qiǎng
\u676F	杯	bēi
\u61C2	懂	dǒng
\u62DC	拜	bài
\u6D1B	洛	luò
\u6DE1	淡	dàn
\u6F6E	潮	cháo
\u5377	卷	juǎn
\u8BF8	诸	zhū
\u552F	唯	wéi
\u593A	夺	duó
\u9010	逐	zhú
\u71D5	燕	yàn
\u5446	呆	dāi
\u6D6A	浪	làng
\u62BD	抽	chōu
\u7EB5	纵	zòng
\u8036	耶	yē
\u6478	摸	mō
\u62E9	择	zé
\u820D	舍	shě
\u4E58	乘	chéng
\u5965	奥	ào
\u756A	番	fān
\u6DF7	混	hún
\u706D	灭	miè
\u53EC	召	zhāo
\u76DB	盛	shèng
\u6838	核	hé
\u7ECD	绍	shào
\u5708	圈	quān
\u5409	吉	jí
\u8C37	谷	gǔ
\u5389	厉	lì
\u8FF9	迹	jì
\u96F7	雷	léi
\u6311	挑	tiāo
\u64AD	播	bō
\u9EBD	麽	mā
\u7ADE	竞	jìng
\u66FF	替	tì
\u5DDD	川	chuān
\u4EC7	仇	chóu
\u53D4	叔	shū
\u8C0B	谋	móu
\u4EC1	仁	rén
\u878D	融	róng
\u654F	敏	mǐn
\u7D2F	累	lèi
\u8361	荡	dàng
\u7CCA	糊	hú
\u72B9	犹	yóu
\u7A0E	税	shuì
\u62B5	抵	dǐ
\u9065	遥	yáo
\u7709	眉	méi
\u51A0	冠	guàn
\u5192	冒	mào
\u7A77	穷	qióng
\u8D38	贸	mào
\u4E88	予	yǔ
\u4FA7	侧	cè
\u6CBF	沿	yán
\u62D4	拔	bá
\u58C1	壁	bì
\u65E6	旦	dàn
\u680F	栏	lán
\u8352	荒	huāng
\u903C	逼	bī
\u5413	吓	xià
\u8F9B	辛	xīn
\u966A	陪	péi
\u5B9C	宜	yí
\u9A7B	驻	zhù
\u840D	萍	píng
\u6C61	污	wū
\u6251	扑	pū
\u585E	塞	sài
\u9686	隆	lóng
\u7A74	穴	xuè
\u78E8	磨	mó
\u4F0F	伏	fú
\u6CE5	泥	ní
\u5F84	径	jìng
\u8D56	赖	lài
\u6124	愤	fèn
\u5BBF	宿	sù
\u75BE	疾	jí
\u7C4D	籍	jí
\u517C	兼	jiān
\u971E	霞	xiá
\u624E	扎	zhā
\u8584	薄	bó
\u6324	挤	jǐ
\u5410	吐	tǔ
\u9B42	魂	hún
\u6D01	洁	jié
\u679D	枝	zhī
\u9677	陷	xiàn
\u7532	甲	jiǎ
\u4E27	丧	sàng
\u722C	爬	pá
\u5076	偶	ǒu
\u6643	晃	huàng
\u8D64	赤	chì
\u70C2	烂	làn
\u6CF0	泰	tài
\u52D2	勒	lè
\u70B8	炸	zhà
\u6C6A	汪	wāng
\u6842	桂	guì
\u5C3E	尾	wěi
\u6F02	漂	piǎo
\u6492	撒	sǎ
\u809A	肚	dù
\u63CF	描	miáo
\u4E4F	乏	fá
\u6ED1	滑	huá
\u5BC2	寂	jì
\u6C64	汤	tāng
\u6735	朵	duǒ
\u4F73	佳	jiā
\u6BC1	毁	huǐ
\u8FA9	辩	biàn
\u86C7	蛇	shé
\u6C88	沈	shěn
\u67AB	枫	fēng
\u8205	舅	jiù
\u5E7D	幽	yōu
\u6B3A	欺	qī
\u848B	蒋	jiǎng
\u81E3	臣	chén
\u8FDD	违	wéi
\u4E8F	亏	kuī
\u4E22	丢	diū
\u63F4	援	yuán
\u8010	耐	nài
\u80D6	胖	pàng
\u54FC	哼	hēng
\u8FB1	辱	rǔ
\u7626	瘦	shòu
\u7BAD	箭	jiàn
\u7F72	署	shǔ
\u8D74	赴	fù
\u7EE9	绩	jì
\u95F7	闷	mèn
\u7965	祥	xiáng
\u72FC	狼	láng
\u5974	奴	nú
\u5C3A	尺	chǐ
\u8150	腐	fǔ
\u6BB7	殷	yīn
\u57CB	埋	mái
\u6E21	渡	dù
\u886B	衫	shān
\u8DE8	跨	kuà
\u8270	艰	jiān
\u8377	荷	hé
\u65CB	旋	xuán
\u94BB	钻	zuān
\u5B8F	宏	hóng
\u6696	暖	nuǎn
\u5948	奈	nài
\u7F5A	罚	fá
\u62FE	拾	shí
\u8109	脉	mài
\u81ED	臭	chòu
\u780D	砍	kǎn
\u6328	挨	āi
\u89C8	览	lǎn
\u94DC	铜	tóng
\u7F9E	羞	xiū
\u6863	档	dǎng
\u629B	抛	pāo
\u88E4	裤	kù
\u4F30	估	gū
\u80DE	胞	bāo
\u739B	玛	mǎ
\u64A4	撤	chè
\u6572	敲	qiāo
\u76D7	盗	chéng
\u6263	扣	kòu
\u538C	厌	yā
\u8DCC	跌	diē
\u8463	董	dǒng
\u5237	刷	shuā
\u8D8B	趋	cù
\u8D2F	贯	guàn
\u62E8	拨	bō
\u900A	逊	shū
\u796D	祭	jì
\u97AD	鞭	biān
\u9022	逢	féng
\u67CF	柏	bǎi
\u9A76	驶	shǐ
\u7EBD	纽	niǔ
\u8E2A	踪	chuò
\u9510	锐	duì
\u5587	喇	lā
\u4E7E	乾	gān
\u7741	睁	suō
\u4ED4	仔	zī
\u58A8	墨	mò
\u4FF1	俱	jù
\u8D21	贡	gòng
\u8D62	赢	gòng
\u9A70	驰	chí
\u68D2	棒	bàng
\u5339	匹	pī
\u8106	脆	cuì
\u8D24	贤	xián
\u62C6	拆	chāi
\u6444	摄	niè
\u563F	嘿	hēi
\u8D3A	贺	hè
\u7FE0	翠	cuì
\u7F1D	缝	féng
\u629A	抚	fǔ
\u53DB	叛	pàn
\u7199	熙	xī
\u76D2	盒	hé
\u8DEA	跪	guì
\u7891	碑	bēi
\u5475	呵	hē
\u6D12	洒	sǎ
\u838E	莎	shā
\u62B9	抹	mǒ
\u5362	卢	lú
\u788D	碍	ài
\u6655	晕	yūn
\u62E6	拦	lán
\u71C3	燃	rán
\u72C4	狄	dí
\u62BC	押	yā
\u820C	舌	shé
\u67DC	柜	guì
\u524A	削	xuē
\u6746	杆	gǎn
\u5CA9	岩	yán
\u5582	喂	wèi
\u6254	扔	rēng
\u76C6	盆	pén
\u5FA1	御	yù
\u827E	艾	ài
\u5509	唉	āi
\u59E5	姥	lǎo
\u98A0	颠	diān
\u59FB	姻	yīn
\u82AC	芬	fēn
\u6247	扇	shàn
\u82AF	芯	xīn
\u52FE	勾	gōu
\u7267	牧	mù
\u5112	儒	rú
\u54BD	咽	yān
\u5428	吨	dūn
\u866B	虫	chóng
\u8155	腕	wǎn
\u7FC1	翁	wēng
\u54A8	咨	zī
\u5C4F	屏	píng
\u6CC4	泄	xiè
\u6DFB	添	tiān
\u9075	遵	zūn
\u6756	杖	zhàng
\u8A93	誓	shì
\u6CE1	泡	pāo
\u9006	逆	nì
\u586B	填	tián
\u5915	夕	xì
\u8870	衰	cuī
\u859B	薛	xuē
\u4EC6	仆	pū
\u8FC8	迈	guǎng
\u6284	抄	chāo
\u6E34	渴	kě
\u758F	疏	shū
\u8877	衷	zhōng
\u62D3	拓	tuò
\u5353	卓	zhuó
\u75C7	症	zhēng
\u94A6	钦	qīn
\u54E9	哩	lī
\u73CA	珊	shān
\u6DCB	淋	lìn
\u60A6	悦	yuè
\u8273	艳	bó
\u845B	葛	gé
\u7F55	罕	hǎn
\u8180	膀	bǎng
\u9888	颈	gěng
\u8116	脖	bó
\u813E	脾	pí
\u5821	堡	bǎo
\u5A07	娇	jiāo
\u9640	陀	tuó
\u84C4	蓄	xù
\u575F	坟	fén
\u9882	颂	róng
\u6F0F	漏	lòu
\u676D	杭	háng
\u8F9F	辟	bì
\u6D66	浦	pǔ
\u5401	吁	yù
\u54C4	哄	hōng
\u8299	芙	fú
\u62DA	拚	pàn
\u8F68	轨	dài
\u76EF	盯	dīng
\u7855	硕	shí
\u5BB4	宴	yàn
\u7FF0	翰	hàn
\u819D	膝	xī
\u9675	陵	líng
\u903B	逻	luó
\u5288	劈	pī
\u5EC9	廉	lián
\u8D29	贩	fàn
\u7ED8	绘	huì
\u5D16	崖	yá
\u8FB0	辰	chén
\u6DAF	涯	yá
\u6208	戈	gē
\u64D2	擒	qín
\u5835	堵	dǔ
\u633D	挽	wǎn
\u8679	虹	hóng
\u68B0	械	xiè
\u6EAA	溪	xī
\u6591	斑	bān
\u5BE1	寡	guǎ
\u5FAA	循	xún
\u63A0	掠	lüè
\u6614	昔	xī
\u5FBD	徽	huī
\u55EF	嗯	ēn
\u4E2B	丫	yā
\u9C8D	鲍	bào
\u5DF7	巷	xiàng
\u502A	倪	ní
\u7B52	筒	tǒng
\u79D2	秒	miǎo
\u6CBE	沾	zhān
\u8258	艘	sōu
\u54D7	哗	huá
\u4EA9	亩	mǔ
\u5238	券	quàn
\u6DEB	淫	yín
\u5984	妄	wàng
\u53C9	叉	chā
\u7792	瞒	mán
\u543E	吾	wú
\u4FA8	侨	qiáo
\u5578	啸	xiào
\u6CE3	泣	qì
\u8D4B	赋	fù
\u71AC	熬	áo
\u54B3	咳	ké
\u808C	肌	jī
\u8EAC	躬	gōng
\u62D8	拘	jū
\u53EE	叮	dīng
\u54C7	哇	wā
\u6674	晴	qíng
\u8C1C	谜	mí
\u545C	呜	wū
\u9881	颁	bān
\u5BE8	寨	zhài
\u5C3F	尿	niào
\u988A	颊	jiá
\u902E	逮	dǎi
\u535C	卜	bō
\u662D	昭	zhāo
\u56CA	囊	náng
\u632A	挪	nuó
\u515C	兜	dōu
\u6670	晰	xī
\u7CD5	糕	gāo
\u88D4	裔	yì
\u94A9	钩	gōu
\u5632	嘲	cháo
\u508D	傍	bàng
\u52FF	勿	wù
\u80CE	胎	tāi
\u80C3	胃	wèi
\u88F8	裸	luǒ
\u7A91	窑	yáo
\u94ED	铭	míng
\u6C90	沐	mù
\u6E0A	渊	yuān
\u5140	兀	wù
\u5C65	履	lǚ
\u755C	畜	chù
\u7C9E	粞	xī
\u6402	搂	lǒu
\u96C1	雁	yàn
\u5026	倦	juàn
\u6500	攀	pān
\u5492	咒	zhòu
\u9042	遂	suì
\u6F84	澄	chéng
\u8038	耸	sǒng
\u5561	啡	fēi
\u9119	鄙	bǐ
\u8822	蠢	chǔn
\u82A6	芦	lú
\u80F3	胳	gē
\u5E16	帖	tiě
\u7130	焰	yàn
\u810A	脊	jí
\u96C0	雀	què
\u5E06	帆	fān
\u800D	耍	shuǎ
\u6DB5	涵	hán
\u6FA1	澡	zǎo
\u7CAA	粪	fèn
\u809D	肝	gān
\u6F6D	潭	tán
\u8302	茂	mào
\u683D	栽	zāi
\u7F34	缴	jiǎo
\u8E48	蹈	dǎo
\u5580	喀	kā
\u6DC0	淀	diàn
\u8721	蜡	là
\u56BC	嚼	jué
\u901B	逛	guàng
\u9AA4	骤	zhòu
\u8BE7	诧	chà
\u80F6	胶	jiāo
\u54C9	哉	zāi
\u8BBD	讽	fěng
\u6B79	歹	dǎi
\u6233	戳	chuō
\u65F1	旱	hàn
\u5EFF	廿	niàn
\u84E6	蓦	mò
\u4E59	乙	yǐ
\u68FA	棺	guān
\u6EDE	滞	zhì
\u8BF5	诵	sòng
\u80BA	肺	fèi
\u6C41	汁	zhī
\u7EB1	纱	shā
\u6123	愣	lèng
\u8102	脂	zhī
\u7095	炕	kàng
\u4F1E	伞	sǎn
\u94F8	铸	zhù
\u8042	聂	niè
\u68A8	梨	lí
\u54E6	哦	ō
\u5315	匕	bì
\u7109	焉	yān
\u9699	隙	xì
\u57AE	垮	kuǎ
\u917F	酿	niàng
\u9E45	鹅	é
\u6DA9	涩	sè
\u764C	癌	ái
\u6D4F	浏	liú
\u53AE	厮	sī
\u715E	煞	shà
\u819C	膜	mó
\u970E	霎	shà
\u8328	茨	cí
\u7C98	粘	nián
\u6714	朔	shuò
\u5662	噢	ō
\u632B	挫	cuō
\u8650	虐	nüè
\u9B45	魅	mèi
\u8FAB	辫	biàn
\u9CC4	鳄	è
\u89C5	觅	mì
\u6C13	氓	máng
\u8C41	豁	huò
\u5352	卒	zú
\u85C9	藉	jiè
\u5378	卸	xiè
\u6241	扁	biǎn
\u8346	荆	jīng
\u53E8	叨	dāo
\u852C	蔬	shū
\u7EF8	绸	chóu
\u5A7F	婿	xù
\u6D47	浇	jiāo
\u7948	祈	qǐ
\u4E53	乓	pāng
\u95F5	闵	mǐn
\u9EEF	黯	àn
\u7EFD	绽	zhàn
\u53ED	叭	bā
\u5F0A	弊	bì
\u7076	灶	zào
\u918B	醋	cù
\u7A3D	稽	jī
\u62D9	拙	zhuó
\u5C6F	屯	tún
\u9E20	鸠	jiū
\u5431	吱	zhī
\u60D5	惕	tì
\u6817	栗	lì
\u63E3	揣	chuǎi
\u82D1	苑	yuàn
\u776C	睬	cǎi
\u8471	葱	cōng
\u6487	撇	piě
\u83CC	菌	jūn
\u68A2	梢	shāo
\u8D3F	贿	huì
\u516E	兮	xī
\u884D	衍	yǎn
\u8D4E	赎	shú
\u6DCC	淌	tǎng
\u625B	扛	káng
\u54A7	咧	liē
\u6749	杉	shān
\u864F	虏	lǔ
\u7410	琐	suǒ
\u72E1	狡	jiǎo
\u6E3A	渺	miǎo
\u6C83	沃	wò
\u6413	搓	cuō
\u68A7	梧	wú
\u542D	吭	kēng
\u8747	蝇	yíng
\u846B	葫	hú
\u6D95	涕	tì
\u548B	咋	zǎ
\u4EDE	仞	rèn
\u6273	扳	bān
\u762B	瘫	tān
\u54A6	咦	yí
\u4F63	佣	yòng
\u904F	遏	è
\u7405	琅	láng
\u851A	蔚	wèi
